id	mission_time	comms	speaker
25681	16906	Okay.	CC
25682	16907	That EMS DELTA-V counter is minus 4.0.	CDR
25683	16911	Minus 4.0. Roger.	CC
25684	16914	And how about pitch gimbal 1? Can you confirm that OFF?	CDR
25685	16917	Can you stand by just a second on that? At the present time we cannot confirm it OFF. We saw a current drop indicating that several gimbal motors had gone off. We'll be back with you in just a second on it. Over.	CC
25686	16930	Okay, If necessary, we can recycle it.	CDR
25687	17027	Apollo 11, this is Houston. If you'll go ahead and cycle pitch gimbal motor number 1 on and then off and give us a Mark, and we'll tell you what we see. Over.	CC
25688	17034	Okay, fine. It's coming back on. Ready.	CDR
25689	17041	MARK.	CDR
25690	17044	And it's going back off. Ready.	CDR
25691	17047	And that time we got an onboard indication, Houston. Thank you a lot.	CDR
25692	17052	Roger. We confirm that it is OFF.	CC
25693	17056	Yes. We do likewise.	CDR
25694	17133	Houston, Apollo 11. We're starting our maneuver to observe the S IVB slingshot.	CMP
25695	17139	Roger, 11. We've got an updated attitude for you on the slingshot observation.	CC
25696	17145	Okay. Say the angles please.	CMP
25697	17148	Roger. Roll 002.5, pitch 289.3, yaw 357.5, and there's also an update - minor correction to your attitude for the P52. Over.	CC
25698	17175	Roger. I have roll 002.5, pitch 289.3, and yaw 357.5. Over.	CMP
25699	17183	Roger. And for your P52 and optics calibration, it'll be roll 346.5, pitch 345.0, and yaw 007.8. Over.	CC
25700	17204	Roger. 346.5, 345.0, and 007.8. Thank you.	CMP
25701	17209	Houston. Roger. Out.	CC
25702	17373	Apollo 11, this is Houston. Over.	CC
25703	17376	Roger. Go ahead, Houston. Apollo 11.	CMP
25704	17378	Roger. We're going to go ahead and enable the S IVB for the slingshot maneuver. The LOX dump will start about 12 minutes from now. Over.	CC
25705	17389	0kay, LOX dump about - I guess that'll make it about 01, huh?	CMP
25706	17397	Right. I'll try to give you a little closer update as we approach it.	CC
25707	17401	Alright.	CMP
25708	17453	And, 11, for you information, the magnitude of midcourse correction number 1, if we burn, looks like about 17 feet per second. We're presently considering not burning it. This would make midcourse correction 2 tomorrow about 21.3. Over.	CC
25709	17478	That sounds good to us.	CDR
25710	17479	Roger. You're looking good down here.	CC
25711	17539	Well, we didn't have much time, Houston, to talk to you about our views out the window when we were preparing for LM ejection; but up to that time, we had the entire northern part of the lighted hemisphere visible including North America, North Atlantic, and Europe and Northern Africa. We could see that the weather was good all - just about everywhere. There was one cyclonic depression in Northern Canada, in the Athabaska - probably east of Athabaska area. Greenland was clear, and it appeared to be we were seeing just the icecap in Greenland. All North Atlantic was pretty good; and Europe and Northern Africa seemed to be clear. Most of the United States was clear. There was a low - looked like a front stretching from the center of the country up across north of the Great Lakes and into Newfoundland.	CDR
25712	17604	Roger. We copy.	CC
25713	17608	I didn't know what I was looking at, but I sure did like it.	CMP
25714	17611	Okay. I guess the view must be pretty good from up there. We show you just roughly somewhere around 19,000 miles out now.	CC
25715	17623	I didn't have much outside my window.	CMP
25716	17629	We'll get you into the PTC one of these days, and you take turns looking.	CC
25717	17855	Houston, Apollo 11. We've completed our maneuver to, observe the slingshot attitude, but we don't see anything - no Earth and no S IVB.	CMP
25718	17868	Roger. Stand by. In GET I have a LOX dump start time for you. It's supposed to start at 5 plus 03 plus 07, and stop at 5 plus 04 plus 55. Ullage burn starts at 5 plus 37 plus 47, stops at 5 plus 42 plus 27. Over.	CC
25719	17906	Roger. Thank you.	CMP
25720	18048	11, Houston.	CC
25721	18051	Go ahead, Houston.	CDR
25722	18053	Roger. We now recommend the following attitude: roll 307.0, pitch 354.0, yaw 019.5, and the LOX dump has already been enabled, so we can't hold it off any longer.	CC
25723	18074	That's okay. Go ahead. We'll maneuver around to 307, 354, and 19 and a half. Thank you sir.	CMP
25724	18081	Roger.	CC
25725	18102	11, Houston. It doesn't look to us like you'll be able to make it around to this observation attitude in 2 minutes. We recommend that you save the fuel. Over.	CC
25726	18114	Okay, Houston. You got to us just a little late. Our maneuver's already begun, so it's going to cost us about the same amount of fuel to stop it, no matter where we stop it, and we may as well keep going.	CMP
25727	18124	Roger. Go ahead.	CC
25728	18199	11, Houston. LOX dump initiated.	CC
25729	18306	11, Houston. LOX dump has been terminated. Over.	CC
25730	18310	Roger.	CMP
25731	18313	Roger. We still don't have ...	LMP
25732	18318	Roger. Out.	CC
25733	18778	Apollo 11, this is Houston. Over.	CC
25734	18783	Go ahead.	CDR
25735	18785	Roger. If you'll give us ACCEPT and stay in P00, we'll set your trunnion bias to zero. And, I have a plan for balancing your oxygen CRYO's. Over.	CC
25736	18799	You got it.	CDR
25737	18801	Roger.	CC
25738	18806	Houston, Apollo 11. We've got the - what appears to be the S IVB in sight - at - oh, I'd estimate a couple of miles away. It's at our number 5 window and the dump appears to	LMP
25739	18831	Roger. They're continuing with the nonpropulsion vent from the liquid oxygen tank. It would be radially opposite, then. And boosters tell me it's the continuous vent system. They're also dumping a small amount of fuel at this time. We've got about 23-1/2 minutes or so until the APS burn. Over.	CC
25740	18865	Roger.	LMP
25741	18886	11, Houston. We have a recommended configuration for your CRY0 switches to even up the load between oxygen tanks 1 and 2. Over.	CC
25742	18895	...	SC
25743	18899	Okay. You're coming in very weakly there. We're recommending O2 tank 1 heater OFF, O2 tank 2 heater to AUTO, O2 tanks 1 and 2 fans both OFF, H2 tank 1 heaters to AUTO, and H2 tank 1 heaters to AUTO, and H2 tank 2 heaters to OFF. Over.	CC
25744	18933	Roger. We have that except the last one was H2 fans to OFF. Is that affirmative?	LMP
25745	18949	We have - The configuration we have now is - Hydrogen heaters: we got 1 AUTO, 2 OFF. Oxygen heaters: 1 OFF, 2 AUTO. And we have all the fans OFF.	CDR
25746	18962	This is Houston. Roger. We concur. Out.	CC
25747	18973	11, this is Houston. We've completed the trunnion zero bias setting. You can retrieve the computer and go to BLOCK.	CC
25748	18983	Roger that. Thank you.	CDR
25749	19161	11, this is Houston. With this maneuvering to observe the slingshot, I guess we missed copying your LM/CM DELTA-P reading. Over.	CC
25750	19173	Stand by. We'll give you a ...	CMP
25751	19175	Roger.	CC
25752	19187	Right now, reading 0.2, Bruce.	CMP
25753	19189	Roger. 0.2.	CC
25754	19200	Okay, Mike. And could you verify that your waste compartment valve is in VENT, there?	CC
25755	19212	Roger. Waste compartment valve has been in VENT for - oh, I guess, 45 minutes or so.	CMP
25756	19217	Roger. We copy.	CC
25757	19231	If we're late in answering you, it's because we're munching sandwiches.	CMP
25758	19236	Roger. I wish I could do the same here.	CC
25759	19240	No. Don't leave the console!	CMP
25760	19242	Don't worry. I won't.	CC
25761	19247	FLIGHT doesn't like it.	CMP
25762	19254	How is FLIGHT today?	CMP
25763	19258	Oh, he's doing quite well.	CC
25764	19421	Houston, 11.	CDR
25765	19424	Go ahead, 11.	CC
25766	19428	Down in the control center you might want to join us in wishing Dr. George Mueller a happy birthday.	CDR
25767	19435	Roger. We are standing by for your birthday greetings.	CC
25768	19445	I think today is also the birthday of California, and I believe they are 200 years old, and we send them a happy birthday. And I think it's Dr. Mueller's birthday, also, and I don't think he is that old.	CDR
25769	19465	Roger. We copy. I'm looking back in the viewing room right now. I don't see him back there.	CC
25770	19473	He may not be back from the Cape yet.	CDR
25771	19483	Roger. I believe Dr. Mueller is on his way back from the Cape. We will relay his greetings for you.	CC
25772	19489	Thank you.	CDR
25773	19698	11, this is Houston. Over.	CC
25774	19702	Go ahead, Houston.	LMP
25775	19704	Roger. At your convenience, we would like to get a waste-water dump to 5 percent remaining. After completion of this one, the next wastewater dump will be at about GET equal to 25 hours. Over.	CC
25776	19722	Coming on right now.	CMP
25777	19724	Roger.	CC
25778	20127	Houston, Apollo 11. Did you copy our torquing angles?	CMP
25779	20131	Roger. Leave them on there probably a second, please.	CC
25780	20134	Will do.	CMP
25781	20182	11, this is Houston. We copy the angles, but stand by before you go ahead and use them. Over.	CC
25782	20189	Standing by.	CMP
25783	20193	11, Houston. We request that you read P52, and if the angles come out the same magnitude, go ahead and incorporate them. Over.	CC
25784	20202	Okay. We'll do that.	CMP
25785	20204	They look a little large right now.	CC
25786	20207	Yes. Roll - roll locks a little large, especially, there.	CMP
25787	20210	Roger.	CC
25788	20251	We're showing a waste-water quantity of about 13 percent on TM now, 11. Over.	CC
25789	20263	Roger. It's off, now	CMP
25790	20265	Roger. We copy.	CC
25791	20372	Houston, Apollo 11. Torquing angles essentially the same, and we're going to go ahead and torque them now.	CMP
25792	20381	Roger. We concur.	CC
25793	20383	Okay.	CMP
25794	20495	Apollo 11, this is Houston. Could you give us a - an AUTO optics check to a third star or a different star from the one you've been using?	CC
25795	20505	Sure, be glad to. I can go back and do the whole thing and pick different stars.	CMP
25796	20512	I don't think there - there's any need to do that. We'd just like to confirm it with a different star, since that roll angle was a little larger than we expected.	CC
25797	20523	Okay.	CMP
25798	20605	Apollo 11, Houston. I have a TLI-plus-11-hour PAD when you're ready to copy.	CC
25799	20613	Wait one.	LMP
25800	20657	Old star number 30 looks like it is right dab smack in the middle of the sextant.	CMP
25801	20697	Houston. Roger. Out.	CMP
25802	20727	Ready to copy.	LMP
25803	20731	Roger, 11 This is TLI-plus-11-hours. P37 format: 01344 4793, minus 165 04923. Read back. Over.	CC
25804	20757	Roger. 01344 4793, minus 165 04923. Over.	LMP
25805	20767	This is,Houston. Readback correct. Out.	CC
25806	21515	Houston, Apollo 11.	CDR
25807	21518	Go ahead, 11.	CC
25808	21520	Roger. Do you have any update for the roll, pitch and yaw angles on the top of page 37 in the flight plan. Or are they still good?	CDR
25809	21528	That's for the optics calibration?	CC
25810	21531	Yes, sir.	CDR
25811	21533	Yes, indeed. I'll give them to you in just a second here.	CC
25812	21558	Roger, 11. For the optics calibration I've got 346.5 for roll, 345.0 for pitch, and 007.8 for yaw. The pen-and-ink attitude corrections in your book for P23 are good. Over.	CC
25813	21590	Okay. Thank you.	CDR
25814	21595	And we're going to hand over to Hawaii in about 5 or 6 seconds, here. We'll have a momentary COMM dropout.	CC
25815	21602	Roger.	CDR
25816	22157	Hello, Apollo 11. Houston. Be advised your friendly White Team has come on for its first shift, and if we can be of service, don't hesitate to call.	CC
25817	22171	Thank you very much. And we're about to take our marks, Charlie, on this P23 optics CAL. I've got it in the sextant now, and I'm about to split the image and Mark.	CMP
25818	22182	Roger, Mike. We're watching.	CC
25819	22763	Hello, Apollo 11. Houston. We have scrubbed the midcourse 1. Over.	CC
25820	22770	Roger. Understand you've scrubbed midcourse 1.	CMP
25821	22773	Roger.	CC
25822	22899	Hello, Apollo 11. Houston. We see your middle gimbal angle getting pretty big. Over.	CC
25823	22905	Well, it was, Charlie, but in going from one AUTO maneuver to another, we took over control and have gone around gimbal lock; and we're about to give control back to the DAP.	CMP
25824	22916	Roger, Mike. We see it increasing now.	CC
25825	23125	Hey Charlie.	LMP
25826	23145	Houston, Apollo 11.	LMP
25827	23146	Go ahead, 11. Over.	CC
25828	23147	Hey, maybe you better call Lou and tell him we might be a little bit late for dinner.	LMP
25829	23151	Okay. Sure will. We'd like for you to turn on - the fan on in O2 tank number 2, Buzz. And, 11, did you - on your optics calibrations, did you proceed or recall the program? Over.	CC
25830	23168	We recalled the program.	LMP
25831	23172	Roger.	CC
25832	23173	And O2 fan number 2 is on.	LMP
25833	23175	Roger.	CC
25834	23202	Houston, Apollo 11. I've got a CRY0 pressure light and a MASTER ALARM. It's reset.	LMP
25835	23211	Roger. We expected that. That's why we had you turn the fan on. We were getting pretty	CC
25836	23220	Okay.	LMP
25837	23670	Houston, Apollo 11.	CMP
25838	23676	Go ahead, 11. Over.	CC
25839	23679	Roger. You're looking at our DELTA-R DELTA-V. It looks like DELTA-R is pretty large, there. We wanted to talk to you about it before we incorporate it.	CMP
25840	23684	Stand by, Mike. We don't have anything on our downlink here, I don't think, on the DSKY. Stand by.	CC
25841	23690	Okay. Our NOUN 49 is reading: register 1, plus 08793; register 2, all balls.	CMP
25842	23701	Copy.	CC
25843	23775	11, Houston. Guidance is looking at the NOUN 40 - 49 stuff. We'll be back with you momentarily. Over.	CC
25844	23783	Okay, Charlie. Thank you. We'll just hold right here in the program.	CMP
25845	23786	Roger. We got the downlink now. Over.	CC
25846	23787	Okay.	CMP
25847	23817	Hello, Apollo 11. Houston. We'd like you to reject the NOUN 49 stuff on the DSKY right now, Mike, and try it again. Over.	CC
25848	23821	Okay. Will do.	CMP
25849	23926	Okay, Houston. Apollo 11. Here's another 49 for you. Are you getting it on the downlink?	CMP
25850	23931	Roger. We see it. Stand by.	CC
25851	24022	Hello, Apollo 11. Houston. We recommend you accept the NOUN 49 display on the DSKY now. Over.	CC
25852	24034	Okay. It looks like an awful big one. We noticed that you'd moved star number 2 to the	CMP
25853	24047	Negative. We don't believe so, Apollo 11. We think that this is possibly due to some TLI dispersions, and it's probably satisfactory. So go ahead and accept this. It fits our criteria anyway that if you repeat the mark and you get an equivalent size to go ahead and accept it. And this is an equivalent size error. Over.	CC
25854	24069	Okay. We'll do it.	CMP
25855	24074	And 11, Houston. Your state vector in the LM slots are - is good. Over.	CC
25856	24082	Roger. Thank you.	CMP
25857	24175	Houston, Apollo 11. If you like this, we'll accept it as well.	CMP
25858	24180	Stand by.	CC
25859	24226	Hello, Apollo 11. Houston. We recommend you accept the NOUN 49. Over.	CC
25860	24231	Okay, Charlie. Thank you. We'll do that now.	CMP
